level_0,index,idxs,peer_id,message_date,message,text
16300,14132.0,14636,channel1043793945,2022-08-09T19:19:01,личка с самим собой как облачное хранилище один из самых полезных чатов в это как ни странно избранное делимся лайфхаками о том как правильно работать с ним кстати узнать больше полезного чтобы использовать мессенджер для заработка бизнеса и самореализации можно с новым образовательным курсом,личка с самим собой как облачное хранилище один из самых полезных чатов в это как ни странно избранное делимся лайфхаками о том как правильно работать с ним кстати узнать больше полезного чтобы использовать мессенджер для заработка бизнеса и самореализации можно с новым образовательным курсом
20497,2206.0,3732,channel1190798227,2022-05-08T11:01:54,идея оффлайн бизнес идея покраска автомобильных дисков светящейся краской данная бизнес идея подойдет для тех у кого есть какой никакой опыт работы в автомеханике а еще лучше если у вас есть тюнинг ателье или хотя бы тот же автосервис идея относиться к сфере с минимальными вложениями 1 помещение обязательно должно быть теплым для сушки дисков так может подойти бокс оно должно быть не менее чем 10 15кв м 2 оборудование с этим также проблем не должно возникнуть если рассмотреть бизнес поверхностно то вам всего лишь понадобиться светящаяся краска и рабочий компьютер в основном такую краску продают в балончиках 3 персонал для ведения бизнес процессов на первом этапе понадобится как минимум один работник впоследствии можно будет нанять еще сотрудников 4 реклама с ней на самом деле тоже все понятно отталкиваясь от вашей ца а ваша ца люди у которых есть автомобиль пробуйте разные подходы к рекламе интернет оффлайн маркетинг сарафан а так же давайте скидки клиентам наша сеть,идея оффлайн бизнес идея покраска автомобильных дисков светящейся краской данная бизнес идея подойдет для тех у кого есть какой никакой опыт работы в автомеханике а еще лучше если у вас есть тюнинг ателье или хотя бы тот же автосервис идея относиться к сфере с минимальными вложениями 1 помещение обязательно должно быть теплым для сушки дисков так может подойти бокс оно должно быть не менее чем 10 15кв м 2 оборудование с этим также проблем не должно возникнуть если рассмотреть бизнес поверхностно то вам всего лишь понадобиться светящаяся краска и рабочий компьютер в основном такую краску продают в балончиках 3 персонал для ведения бизнес процессов на первом этапе понадобится как минимум один работник впоследствии можно будет нанять еще сотрудников 4 реклама с ней на самом деле тоже все понятно отталкиваясь от вашей ца а ваша ца люди у которых есть автомобиль пробуйте разные подходы к рекламе интернет оффлайн маркетинг сарафан а так же давайте скидки клиентам наша сеть
24608,3015.0,4090,channel1051500113,2021-09-05T20:56:14,продолжая тему рериха из этого поста попробовал посмотреть на что способны современные решения переноса его стиля поверх знакомых в наших краях мотивов чтож так рериховеда точно не обманешь но перенос стиля все еще классная фигня даже столько лет спустя,продолжая тему рериха из этого поста попробовал посмотреть на что способны современные решения переноса его стиля поверх знакомых в наших краях мотивов чтож так рериховеда точно не обманешь но перенос стиля все еще классная фигня даже столько лет спустя
19020,729.0,1514,channel1190798227,2019-08-13T16:21:26,бизнесидея копирайтинг сегодня профессия копирайтера одна из самых востребованных в сети интернет талантливые копирайтеры имеют возможность зарабатывать немалые денежные суммы и обеспечивать не только себя но и свою семью не выходя при этом из дома ежедневно открываются все новые компании и создаются новые сайты поэтому копирайтинг процветает и будет процветать еще ни одно десятилетие но без таланта и желания много работать успехов на этом поприще добиться невозможно решив пойти путем копирайтера нужно понимать что для начала придется работать на репутацию создавая портфолио ведь ни одна уважающая себя компания не поверит вам на слово и не будет платить достойные гонорары если вы просто скажете что талантливы грамотны и отлично умеете писать на разные темы всем нужны доказательства и хорошее портфолио как раз и может стать этим доказательством отличным стартом для начинающего копирайтера вполне могут стать специальные биржи фриланса конкуренция на этих ресурсах среди новичков довольно высока но если вы действительно обладаете писательскими способностями и всеми качествами которые должны быть у профессионального копирайтера уже через пару тройку месяцев сможете похвастаться первым достойным заработком также есть вариант размещать готовые статьи на биржах контента и ждать когда они продадутся но в этом случае нельзя гарантировать стабильный заработок чтобы сделать копирайтинг своей работой необходимо заниматься поисками реальных заказчиков и писать тексты именно на заказ статистика показывает что успешные копирайтеры способны зарабатывать не менее 25 000 рублей в месяц работая при этом 2 4 часа в день с выходными конечно верхней границы заработка не существует когда имя уже наработано то проблем с заказами не бывает и копирайтерский доход зависит только от того сколько автор желает и может работать с уважением,бизнесидея копирайтинг сегодня профессия копирайтера одна из самых востребованных в сети интернет талантливые копирайтеры имеют возможность зарабатывать немалые денежные суммы и обеспечивать не только себя но и свою семью не выходя при этом из дома ежедневно открываются все новые компании и создаются новые сайты поэтому копирайтинг процветает и будет процветать еще ни одно десятилетие но без таланта и желания много работать успехов на этом поприще добиться невозможно решив пойти путем копирайтера нужно понимать что для начала придется работать на репутацию создавая портфолио ведь ни одна уважающая себя компания не поверит вам на слово и не будет платить достойные гонорары если вы просто скажете что талантливы грамотны и отлично умеете писать на разные темы всем нужны доказательства и хорошее портфолио как раз и может стать этим доказательством отличным стартом для начинающего копирайтера вполне могут стать специальные биржи фриланса конкуренция на этих ресурсах среди новичков довольно высока но если вы действительно обладаете писательскими способностями и всеми качествами которые должны быть у профессионального копирайтера уже через пару тройку месяцев сможете похвастаться первым достойным заработком также есть вариант размещать готовые статьи на биржах контента и ждать когда они продадутся но в этом случае нельзя гарантировать стабильный заработок чтобы сделать копирайтинг своей работой необходимо заниматься поисками реальных заказчиков и писать тексты именно на заказ статистика показывает что успешные копирайтеры способны зарабатывать не менее 25 000 рублей в месяц работая при этом 2 4 часа в день с выходными конечно верхней границы заработка не существует когда имя уже наработано то проблем с заказами не бывает и копирайтерский доход зависит только от того сколько автор желает и может работать с уважением
24109,2516.0,3317,channel1051500113,2021-04-05T17:27:52,натренировал свою 2 модельку на похожих картинках как в посте выше завтра выложу в канал и сможете сами генерировать себе что захочется,натренировал свою 2 модельку на похожих картинках как в посте выше завтра выложу в канал и сможете сами генерировать себе что захочется
20022,1731.0,2994,channel1190798227,2021-08-05T10:05:00,идея оффлайн бизнес по доставке подгузников вложения от 11 000 подгузники предмет первой и зачастую срочной необходимости для молодой матери каждый год в стране продают памперсов на 60 млрд рублей и в целом товары для новорожденных наиболее широкий и насыщенный сегмент рынка делать бизнес на их продаже невыгодно из за крупных игроков а на доставке можно попробовать этой услугой вы закроете потребность в срочности когда дойти до магазина у родителей нет времени сил или возможности расходы на запуск проекта минимальны и большая их часть приходится на разработку сайта откуда вы будете получать первые заказы окупить эти инвестиции в 11 000 рублей возможно в первый же месяц доставка подгузников на дом хороший пример бизнеса с минимальными затратами доставка также не требует финансовых вложений а все товары покупаются по предварительному заказу н аша сеть,идея оффлайн бизнес по доставке подгузников вложения от 11 000 подгузники предмет первой и зачастую срочной необходимости для молодой матери каждый год в стране продают памперсов на 60 млрд рублей и в целом товары для новорожденных наиболее широкий и насыщенный сегмент рынка делать бизнес на их продаже невыгодно из за крупных игроков а на доставке можно попробовать этой услугой вы закроете потребность в срочности когда дойти до магазина у родителей нет времени сил или возможности расходы на запуск проекта минимальны и большая их часть приходится на разработку сайта откуда вы будете получать первые заказы окупить эти инвестиции в 11 000 рублей возможно в первый же месяц доставка подгузников на дом хороший пример бизнеса с минимальными затратами доставка также не требует финансовых вложений а все товары покупаются по предварительному заказу н аша сеть
11598,9430.0,9801,channel1043793945,2020-12-19T22:00:19,не единым с космодрома во точный запустили союз с 36 спутниками это первый полностью коммерческий запуск с восточного отметили в роскосмосе 2020,не единым с космодрома во точный запустили союз с 36 спутниками это первый полностью коммерческий запуск с восточного отметили в роскосмосе 2020
1810,1119.0,1400,channel1047361277,2020-10-01T01:41:10,вот просто что это за идиотизм пока не зарелизите никаких ближневосточных фруктов 129,вот просто что это за идиотизм пока не зарелизите никаких ближневосточных фруктов 129
24288,2695.0,3589,channel1051500113,2021-05-23T18:11:10,ничего необычного просто ученые института в очередной раз получили фотографию атомов в самом высоком разрешении на данный момент если вам любопытно что именно на этом фото с точки зрения науки тут хороший тред я его пересказать не смогу,ничего необычного просто ученые института в очередной раз получили фотографию атомов в самом высоком разрешении на данный момент если вам любопытно что именно на этом фото с точки зрения науки тут хороший тред я его пересказать не смогу
15789,13621.0,14110,channel1043793945,2022-05-21T17:30:00,курс английский для разработчиков от яндекс практикума для тех кто хочет изменить свою профессиональную жизнь и работать в международной команде рассчитан на специалистов с опытом от года и уровнем английского или обучение построено не вокруг абстрактной теории а вокруг рабочих ситуаций и полезных для карьеры навыков стендапы подготовитесь обсуждать задачи задавать вопросы и просить о помощи работа с заказчиками научитесь презентовать решения говорить про баги и фичи митапы сможете понимать на слух доклады и выступать сами собеседования научитесь рассказывать про свой опыт понимать вопросы и тактично переспрашивать неформальное общение с коллегами сможете рассказать о своих интересах опыте планах на будущее код ревью сможете описать сделанное дать обратную связь тактично отстоять свое мнение запишитесь на бесплатную консультацию определим ваш уровень языка расскажем про обучение и ответим на все вопросы партнерский пост,курс английский для разработчиков от яндекс практикума для тех кто хочет изменить свою профессиональную жизнь и работать в международной команде рассчитан на специалистов с опытом от года и уровнем английского или обучение построено не вокруг абстрактной теории а вокруг рабочих ситуаций и полезных для карьеры навыков стендапы подготовитесь обсуждать задачи задавать вопросы и просить о помощи работа с заказчиками научитесь презентовать решения говорить про баги и фичи митапы сможете понимать на слух доклады и выступать сами собеседования научитесь рассказывать про свой опыт понимать вопросы и тактично переспрашивать неформальное общение с коллегами сможете рассказать о своих интересах опыте планах на будущее код ревью сможете описать сделанное дать обратную связь тактично отстоять свое мнение запишитесь на бесплатную консультацию определим ваш уровень языка расскажем про обучение и ответим на все вопросы партнерский пост
5347,3179.0,3433,channel1043793945,2018-11-16T17:05:18,тут у ребят из стартует курс по веб разработке который призван за год подготовить полноценных разработчиков уроки ведут только опытные разработчики которые участвовали в ряде крупных проектов обучение проходит в формате пошаговых интернет семинаров с индивидуальным разбором домашних заданий а также ты всегда можешь спрашивать у преподавателей возникнувшие вопросы программа построена таким образом чтобы выпускник смог полноценно работать сразу после выпуска а пополненное портфолио за время обучения поможет быстрее найти первые заказы лучшие ученики попадают на стажировку в ведущие компании россии скидка 30 первым 20 ти студентам веб разработчиками не рождаются а становятся присоединяйся 3 реклама,тут у ребят из стартует курс по веб разработке который призван за год подготовить полноценных разработчиков уроки ведут только опытные разработчики которые участвовали в ряде крупных проектов обучение проходит в формате пошаговых интернет семинаров с индивидуальным разбором домашних заданий а также ты всегда можешь спрашивать у преподавателей возникнувшие вопросы программа построена таким образом чтобы выпускник смог полноценно работать сразу после выпуска а пополненное портфолио за время обучения поможет быстрее найти первые заказы лучшие ученики попадают на стажировку в ведущие компании россии скидка 30 первым 20 ти студентам веб разработчиками не рождаются а становятся присоединяйся 3 реклама
26609,253.0,265,channel1009962628,2016-03-27T13:37:55,вот не будет сегодня новостей я сижу в новосибирском аэропорту возвращаюсь домой с утром перед моим докладом был блестящий рассказ максима дорофеева воспитай в себе обезьяну когда организаторы выложат поделюсь ссылкой среди прочего очень порадовало что одним из первых слайдов была ссылка на канемана а доклад по сути оказался интерпретацией типичных проблем в разработке и управлении ею с точки зрения подхода канемана я как то тупил и рассматривал так пользователей а не нас самих спасибо максиму что ткнул носом а всем читателям здесь совет если не читали думай медленно решай быстро то бросили все и пошли читать если читали перечитайте чем дальше тем больше убеждаюсь не только для меня это была самая полезная книга лет за пять и это верно для людей очень разных профессий я все лучше осознаю почему психолог получил нобелевскую по экономике короче идите читать а я пошел на посадку 2,вот не будет сегодня новостей я сижу в новосибирском аэропорту возвращаюсь домой с утром перед моим докладом был блестящий рассказ максима дорофеева воспитай в себе обезьяну когда организаторы выложат поделюсь ссылкой среди прочего очень порадовало что одним из первых слайдов была ссылка на канемана а доклад по сути оказался интерпретацией типичных проблем в разработке и управлении ею с точки зрения подхода канемана я как то тупил и рассматривал так пользователей а не нас самих спасибо максиму что ткнул носом а всем читателям здесь совет если не читали думай медленно решай быстро то бросили все и пошли читать если читали перечитайте чем дальше тем больше убеждаюсь не только для меня это была самая полезная книга лет за пять и это верно для людей очень разных профессий я все лучше осознаю почему психолог получил нобелевскую по экономике короче идите читать а я пошел на посадку 2
19239,948.0,1882,channel1190798227,2020-01-04T18:34:34,бизнесидея служба извинений предприниматель марина иванова из днепропетровска организовала бизнес который построен на ценном качестве умении извиняться однажды она помогла предпринимателю составить письмо с извинением и просьбой о примирении бизнес партнерам неожиданно новая услуга сервис которая заключается в консультации и составлении текста прощения или сценария примирительной встречи стала пользоваться большой популярностью у клиентов примирительное сообщение может озвучиваться заказчиком самостоятельно или с помощью службы прощения за отдельную плату точно так же и со сценарием это может быть как простой телефонный звонок так и феерическое свидание с оркестром цветами и шампанским с уважением,бизнесидея служба извинений предприниматель марина иванова из днепропетровска организовала бизнес который построен на ценном качестве умении извиняться однажды она помогла предпринимателю составить письмо с извинением и просьбой о примирении бизнес партнерам неожиданно новая услуга сервис которая заключается в консультации и составлении текста прощения или сценария примирительной встречи стала пользоваться большой популярностью у клиентов примирительное сообщение может озвучиваться заказчиком самостоятельно или с помощью службы прощения за отдельную плату точно так же и со сценарием это может быть как простой телефонный звонок так и феерическое свидание с оркестром цветами и шампанским с уважением
25495,3902.0,5633,channel1051500113,2022-04-21T21:43:48,спасибо всем это было невероятно и я рад что смог показать и рассказать так много вы невероятные слушатели а в следующий раз мы отправимся на мадагскар как и договорились многие просят запись стрима простите я не записывал но как многие и я написали это было невероятно и может кто то из зрителей записывал я увы нет 2 с илоном маском был не дипфейк если что,спасибо всем это было невероятно и я рад что смог показать и рассказать так много вы невероятные слушатели а в следующий раз мы отправимся на мадагскар как и договорились многие просят запись стрима простите я не записывал но как многие и я написали это было невероятно и может кто то из зрителей записывал я увы нет 2 с илоном маском был не дипфейк если что
7486,5318.0,5600,channel1043793945,2019-09-10T20:13:42,сегодня лютует трансляции и других блогеров были забанены на спустя 10 минут после начала презентации 2019 а все почему а все для того чтобы все смотрели только официальную трансляцию на впрочем сейчас ее смотрят уже более миллиона человек со всего мира,сегодня лютует трансляции и других блогеров были забанены на спустя 10 минут после начала презентации 2019 а все почему а все для того чтобы все смотрели только официальную трансляцию на впрочем сейчас ее смотрят уже более миллиона человек со всего мира
19419,1128.0,2121,channel1190798227,2020-04-24T10:19:56,бизнесидея выращивание белых грибов всем известно что некоторые грибы такие как шампиньоны вешенки или экзотические шиитаке выращиваются искусственным способом но мало кто знает что таким же образом можно вырастить и белые грибы которые способны принести фермеру грибнику крайне весомый доход бизнес на белых грибах выгоден со всех точек зрения во первых спрос на этот продукт очень высок свежие грибочки разлетаются быстрее чем пресловутые горячие пирожки из пословицы а в случае излишков готовой продукции что крайне маловероятно белые грибы успешно подвергаются заморозке или сушке и продаются уже в таком виде например в столице цена за 1 кг сушеных белых грибов достигает 7 000 рублей во вторых подобный бизнес подвластен всем для начинающих предпринимателей существует масса пособий и справочных материалов по выращиванию белых грибов с данным родом деятельности справится каждый было бы желание выращивать белые грибы можно как на собственном приусадебном участке так и в помещении последний вариант позволяет обеспечивать продукцией целевую аудиторию круглогодично помещение нужно заранее благоустроить и подготовить специальный компост из мелких опилок подсолнечных семян сухой соломы удобрять грибы можно при помощи обычного помета коровьего куриного или конского главное чтобы все было натуральным никаких искусственных добавок когда компост будет готов к применению в него помещают грибной мицелий который можно приобрести в специализированных магазинах мицелий белого гриба оценивается в среднем в 170 рублей за порцию белые грибы любят влагу и тепло но не жару в зимнее время года понадобится хорошее дополнительное освещение так как световой день слишком короток и грибочкам мало солнца вопрос со сбытом белых грибов решается как показывает практика очень быстро основная целевая аудитория начинающего бизнесмена это заведения общепита магазины с экопродуктами перерабатывающие пищевые производства частные покупатели спрос огромен осталось только суметь создать предложение,бизнесидея выращивание белых грибов всем известно что некоторые грибы такие как шампиньоны вешенки или экзотические шиитаке выращиваются искусственным способом но мало кто знает что таким же образом можно вырастить и белые грибы которые способны принести фермеру грибнику крайне весомый доход бизнес на белых грибах выгоден со всех точек зрения во первых спрос на этот продукт очень высок свежие грибочки разлетаются быстрее чем пресловутые горячие пирожки из пословицы а в случае излишков готовой продукции что крайне маловероятно белые грибы успешно подвергаются заморозке или сушке и продаются уже в таком виде например в столице цена за 1 кг сушеных белых грибов достигает 7 000 рублей во вторых подобный бизнес подвластен всем для начинающих предпринимателей существует масса пособий и справочных материалов по выращиванию белых грибов с данным родом деятельности справится каждый было бы желание выращивать белые грибы можно как на собственном приусадебном участке так и в помещении последний вариант позволяет обеспечивать продукцией целевую аудиторию круглогодично помещение нужно заранее благоустроить и подготовить специальный компост из мелких опилок подсолнечных семян сухой соломы удобрять грибы можно при помощи обычного помета коровьего куриного или конского главное чтобы все было натуральным никаких искусственных добавок когда компост будет готов к применению в него помещают грибной мицелий который можно приобрести в специализированных магазинах мицелий белого гриба оценивается в среднем в 170 рублей за порцию белые грибы любят влагу и тепло но не жару в зимнее время года понадобится хорошее дополнительное освещение так как световой день слишком короток и грибочкам мало солнца вопрос со сбытом белых грибов решается как показывает практика очень быстро основная целевая аудитория начинающего бизнесмена это заведения общепита магазины с экопродуктами перерабатывающие пищевые производства частные покупатели спрос огромен осталось только суметь создать предложение
4320,2152.0,2385,channel1043793945,2018-05-23T18:08:05,недавно мы писали о 3 похоже уже разработала 4 версию этого сервиса шутка,недавно мы писали о 3 похоже уже разработала 4 версию этого сервиса шутка
12699,10531.0,10927,channel1043793945,2021-04-21T15:00:12,сообщил о значительном снижении темпов прироста новых подписчиков сославшись на замедление производства телешоу и фильмов что привело к 11 ому падению акций компании за первый квартал 2021 года на подписались менее 4 млн человек хотя сервис прогнозировал прирост на 6 25 млн подписчиков,сообщил о значительном снижении темпов прироста новых подписчиков сославшись на замедление производства телешоу и фильмов что привело к 11 ому падению акций компании за первый квартал 2021 года на подписались менее 4 млн человек хотя сервис прогнозировал прирост на 6 25 млн подписчиков
5791,3623.0,3885,channel1043793945,2019-01-23T13:07:50,код дурова выражает благодарность роскомнадзору за разблокировку подсетей и и напоминает ведомству что до полной разблокировки в россии осталось всего 823 тысячи адресов мы верим в вас,код дурова выражает благодарность роскомнадзору за разблокировку подсетей и и напоминает ведомству что до полной разблокировки в россии осталось всего 823 тысячи адресов мы верим в вас
12515,10347.0,10742,channel1043793945,2021-03-31T21:00:52,в аризоне отклонили законопроект разрешающий разработчикам приложений принимать платежи в обход и в конгрессе заявили что гиганты наняли практически всех лоббистов,в аризоне отклонили законопроект разрешающий разработчикам приложений принимать платежи в обход и в конгрессе заявили что гиганты наняли практически всех лоббистов
15573,13405.0,13893,channel1043793945,2022-04-13T20:03:23,кто следующий европолу в сотрудничестве со спецслужбами сша удалось захватить теневой форум его владельцем оказался 21 летний португалец сейчас он и его сообщники арестованы а домен сайта контролируется полицией,кто следующий европолу в сотрудничестве со спецслужбами сша удалось захватить теневой форум его владельцем оказался 21 летний португалец сейчас он и его сообщники арестованы а домен сайта контролируется полицией
15633,13465.0,13953,channel1043793945,2022-04-23T15:32:49,дуров российский на фоне ряд миллиардеров попросили исключить их из российского рейтинга среди них издание назвало и павла дурова на самом деле основателя стоило исключить оттуда намного раньше и с санкционным давлением на рф это никак не связано рассуждаем об этом по ссылке,дуров российский на фоне ряд миллиардеров попросили исключить их из российского рейтинга среди них издание назвало и павла дурова на самом деле основателя стоило исключить оттуда намного раньше и с санкционным давлением на рф это никак не связано рассуждаем об этом по ссылке
