title_0,title_1,title_2,title_3,paragraph,page_num,doc_name,doc_idx,paragraph_number
empty,1. Общие положения и область применения,empty,empty,"1.5. Государственный санитарно-эпидемиологический надзор и контроль за выполнением настоящих Санитарных правил осуществляется органами и учреждениями Государственной санитарно-эпидемиологической службы Российской Федерации, а ведомственный санитарно-эпидемиологический надзор и контроль - органами и учреждениями санитарно-эпидемиологического профиля соответствующих министерств и ведомств.",2.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4163.0,1.5
empty,1. Общие положения и область применения,empty,empty,"1.6. Государственный санитарно-эпидемиологический надзор за строительством новых и реконструкцией действующих производственных помещений осуществляется на этапах разработки проекта и введения объектов в эксплуатацию с учётом характера технологического процесса и соответствия инженерного и санитарно-технического оборудования требованиям настоящих Санитарных правил и Строительных норм и правил «Отопление, вентиляция и кондиционирование[https://meganorm.ru/Data2/1/4294844/4294844884.htm]».",2.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4164.0,1.6
empty,1. Общие положения и область применения,empty,empty,1.7. Проектная документация на строительство и реконструкцию производственных помещений должна быть согласована с органами и учреждениями Госсанэпидслужбы России.,2.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4165.0,1.7
empty,1. Общие положения и область применения,empty,empty,1.8. Ввод в эксплуатацию производственных помещений в целях оценки соответствия гигиенических параметров микроклимата требованиям настоящих Санитарных правил должен осуществляться при обязательном участии представителей Государственного санитарно-эпидемиологического надзора Российской Федерации.,3.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4166.0,1.8
empty,2. Нормативные ссылки,empty,empty,2.1. Закон РСФСР «О санитарно-эпидемиологическом благополучии населения[https://meganorm.ru/Data2/1/4294850/4294850699.htm]».,3.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4167.0,2.1
empty,2. Нормативные ссылки,empty,empty,"2.2. Положение о Государственной санитарно-эпидемиологической службе Российской Федерации и Положение о Государственном санитарно-эпидемиологическом нормировании[https://meganorm.ru/Data2/1/4294848/4294848959.htm], утвержденные Постановлением Правительства Российской Федерации от 5 июня 1994 года, № 625.",3.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4168.0,2.2
empty,2. Нормативные ссылки,empty,empty,"2.3. Руководство «Общие требования к построению, изложению и оформлению санитарно-гигиенических и эпидемиологических нормативных и методических документов» от 9 февраля 1994 года Р 1.1.004-94.",3.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4169.0,2.3
empty,3. Термины и определения,empty,empty,"3.1. Производственные помещения - замкнутые пространства в специально предназначенных зданиях и сооружениях, в которых постоянно (по сменам) или периодически (в течение рабочего дня) осуществляется трудовая деятельность людей.",3.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4170.0,3.1
empty,3. Термины и определения,empty,empty,"3.2. Рабочее место - участок помещения, на котором в течение рабочей смены или части ей осуществляется трудовая деятельность. Рабочим местом может являться несколько участков производственного помещения. Если эти участки расположены по всему помещению, то рабочим местом считается вся площадь помещения.",3.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4171.0,3.2
empty,3. Термины и определения,empty,empty,"3.3. Холодный период года - период года, характеризуемый среднесуточной температурой наружного воздуха, равной +10 °С и ниже.",3.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4172.0,3.3
empty,3. Термины и определения,empty,empty,"3.4. Тёплый период года - период года, характеризуемый среднесуточной температурой наружного воздуха выше +10 °С.",3.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4173.0,3.4
empty,3. Термины и определения,empty,empty,"3.5. Среднесуточная температура наружного воздуха - средняя величина температуры наружного воздуха, измеренная в определенные часы суток через одинаковые интервалы времени. Она принимается по данным метеорологической службы.",3.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4174.0,3.5
empty,3. Термины и определения,empty,empty,"3.6. Разграничение работ по категориям осуществляется на основе интенсивности общих энерготрат организма в ккал/ч (Вт). Характеристика отдельных категорий работ (Iа, Iб, IIа, IIб, III) представлена в приложении 1[https://meganorm.ru/Data2/1/4294851/4294851474.htm].",3.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4175.0,3.6
empty,3. Термины и определения,empty,empty,"3.7. Тепловая нагрузка среды (ТНС) - сочетанное действие на организм человека параметров микроклимата (температура, влажность, скорость движения воздуха, тепловое облучение), выраженное одночисловым показателем в °С.",3.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4176.0,3.7
empty,4. Общие требования и показатели микроклимата,empty,empty,"4.1. Санитарные правила устанавливают гигиенические требования к показателям микроклимата рабочих мест производственных помещений с учётом интенсивности энерготрат работающих, времени выполнения работы, периодов года и содержат требования к методам измерения и контроля микроклиматических условий.",3.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4177.0,4.1
empty,4. Общие требования и показатели микроклимата,empty,empty,4.2. Показатели микроклимата должны обеспечивать сохранение теплового баланса человека с окружающей средой и поддержание оптимального или допустимого теплового состояния организма.,3.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4178.0,4.2
empty,4. Общие требования и показатели микроклимата,empty,empty,"4.3. Показателями, характеризующими микроклимат в производственных помещениях, являются: • температура воздуха; • температура поверхностей*; • относительная влажность воздуха; • скорость движения воздуха; • интенсивность теплового облучения. ___________ * Учитывается температура поверхностей ограждающих конструкций (стены, потолок, пол), устройств (экраны и т.п.), а также технологического оборудования или ограждающих его устройств.",3.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4179.0,4.3
empty,5. Оптимальные условия микроклимата,empty,empty,"5.1. Оптимальные микроклиматические условия установлены по критериям оптимального теплового и функционального состояния человека. Они обеспечивают общее и локальное ощущение теплового комфорта в течение 8-часовой рабочей смены при минимальном напряжении механизмов терморегуляции, не вызывают отклонений в состоянии здоровья, создают предпосылки для высокого уровня работоспособности и являются предпочтительными на рабочих местах.",4.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4180.0,5.1
empty,5. Оптимальные условия микроклимата,empty,empty,"5.2. Оптимальные величины показателей микроклимата необходимо соблюдать на рабочих местах производственных помещений, на которых выполняются работы операторского типа, связанные с нервно-эмоциональным напряжением (в кабинах, на пультах и постах управления технологическими процессами, в залах вычислительной техники и др.). Перечень других рабочих мест и видов работ, при которых должны обеспечиваться оптимальные величины микроклимата, определяются Санитарными правилами по отдельным отраслям промышленности и другими документами, согласованными с органами Государственного санитарно-эпидемиологического надзора в установленном порядке.",4.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4181.0,5.2
empty,5. Оптимальные условия микроклимата,empty,empty,"5.3. Оптимальные параметры микроклимата на рабочих местах должны соответствовать величинам, приведенным в табл. 1[https://meganorm.ru/Data2/1/4294851/4294851474.htm], применительно к выполнению работ различных категорий в холодный и теплый периоды года.",4.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4182.0,5.3
empty,5. Оптимальные условия микроклимата,empty,empty,"5.4. Перепады температуры воздуха по высоте и по горизонтали, а также изменения температуры воздуха в течение смены при обеспечении оптимальных величин микроклимата на рабочих местах не должны превышать 2 °С и выходить за пределы величин, указанных в табл. 1[https://meganorm.ru/Data2/1/4294851/4294851474.htm] для отдельных категорий работ. Таблица 1 Оптимальные величины показателей микроклимата на рабочих местах производственных помещений",4.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4183.0,5.4
empty,6. Допустимые условия микроклимата,empty,empty,"6.1. Допустимые микроклиматические условия установлены по критериям допустимого теплового и функционального состояния человека на период 8-часовой рабочей смены. Они не вызывают повреждений или нарушений состояния здоровья, но могут приводить к возникновению общих и локальных ощущений теплового дискомфорта, напряжению механизмов терморегуляции, ухудшению самочувствия и понижению работоспособности.",4.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4184.0,6.1
empty,6. Допустимые условия микроклимата,empty,empty,"6.2. Допустимые величины показателей микроклимата устанавливаются в случаях, когда по технологическим требованиям, техническим и экономически обоснованным причинам не могут быть обеспечены оптимальные величины.",5.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4185.0,6.2
empty,6. Допустимые условия микроклимата,empty,empty,"6.3. Допустимые величины показателей микроклимата на рабочих местах должны соответствовать значениям, приведённым в табл. 2[https://meganorm.ru/Data2/1/4294851/4294851474.htm] применительно к выполнению работ различных категорий в холодный и тёплый периоды года.",5.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4186.0,6.3
empty,6. Допустимые условия микроклимата,empty,empty,"6.4. При обеспечении допустимых величин микроклимата на рабочих местах: • перепад температуры воздуха по высоте должен быть не более 3 °С; • перепад температуры воздуха по горизонтали а также её изменения в течение смены не должны превышать: При этом абсолютные значения температуры воздуха не должны выходить за пределы величин, указанных в табл. 2[https://meganorm.ru/Data2/1/4294851/4294851474.htm] для отдельных категорий работ.",5.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4187.0,6.4
empty,6. Допустимые условия микроклимата,empty,empty,6.5. При температуре воздуха на рабочих местах 25 °С и выше максимально допустимые величины относительной влажности воздуха не должны выходить за пределы:,4.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4188.0,6.5
empty,6. Допустимые условия микроклимата,empty,empty,"6.6. При температуре воздуха 26 - 28 °С скорость движения воздуха, указанная в табл. 2[https://meganorm.ru/Data2/1/4294851/4294851474.htm] для тёплого периода года, должна соответствовать диапазону: Таблица 2 Допустимые величины показателей микроклимата на рабочих местах производственных помещений ____________ * При температурах воздуха 25 °С и выше максимальные величины относительной влажности воздуха должны приниматься в соответствии с требованиями п. 6.5[https://meganorm.ru/Data2/1/4294851/4294851474.htm]. ** При температурах воздуха 26 - 28 °С скорость движения воздуха в тёплый период года должна приниматься в соответствии с требованиями п. 6.6[https://meganorm.ru/Data2/1/4294851/4294851474.htm].",4.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4189.0,6.6
empty,6. Допустимые условия микроклимата,empty,empty,"6.7. Допустимые величины интенсивности теплового облучения работающих на рабочих местах от производственных источников, нагретых до темного свечения (материалов, изделий и др.) должны соответствовать значениям, приведённым в табл. 3[https://meganorm.ru/Data2/1/4294851/4294851474.htm]. Таблица 3 Допустимые величины интенсивности теплового облучения поверхности тела работающих от производственных источников",4.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4190.0,6.7
empty,6. Допустимые условия микроклимата,empty,empty,"6.8. Допустимые величины интенсивности теплового облучения работающих от источников излучения, нагретых до белого и красного свечения (раскалённый или расплавленный металл, стекло, пламя и др.) не должны превышать 140 Вт/м2. При этом облучению не должно подвергаться более 25 % поверхности тела и обязательным является использование средств индивидуальной защиты, в том числе средств защиты лица и глаз.",6.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4191.0,6.8
empty,6. Допустимые условия микроклимата,empty,empty,6.9. При наличии теплового облучения работающих температура воздуха на рабочих местах не должна превышать в зависимости от категории работ следующих величин: 25 °С - при категории работ Iа; 24 °С - при категории работ Iб; 22 °С - при категории работ IIа; 21 °С - при категории работ IIб; 20 °С - при категории работ III.,6.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4192.0,6.9
empty,6. Допустимые условия микроклимата,empty,empty,"6.10. В производственных помещениях, в которых допустимые нормативные величины показателей микроклимата невозможно установить из-за технологических требований к производственному процессу или экономически обоснованной нецелесообразности, условия микроклимата следует рассматривать как вредные и опасные. В целях профилактики неблагоприятного воздействия микроклимата должны быть использованы защитные мероприятия (например, системы местного кондиционирования воздуха, воздушное душирование, компенсация неблагоприятного воздействия одного параметра микроклимата изменением другого, спецодежда и другие средства индивидуальной защиты, помещения для отдыха и обогревания, регламентация времени работы, в частности, перерывы в работе, сокращение рабочего дня, увеличение продолжительности отпуска, уменьшение стажа работы и др.).",4.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4198.0,6.10
empty,6. Допустимые условия микроклимата,empty,empty,"6.11. Для оценки сочетанного воздействия параметров микроклимата в целях осуществления мероприятий по защите работающих от возможного перегревания рекомендуется использовать интегральный показатель тепловой нагрузки среды (ТНС), величины которого приведены в табл. 1 приложения 2[https://meganorm.ru/Data2/1/4294851/4294851474.htm].",7.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4199.0,6.11
empty,6. Допустимые условия микроклимата,empty,empty,6.12. Для регламентации времени работы в пределах рабочей смены в условиях микроклимата с температурой воздуха на рабочих местах выше или ниже допустимых величин рекомендуется руководствоваться табл. 1 и 2 приложения 3[https://meganorm.ru/Data2/1/4294851/4294851474.htm].,7.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4200.0,6.12
empty,7. Требования к организации контроля и методам измерения микроклимата,empty,empty,"7.1. Измерения показателей микроклимата в целях контроля их соответствия гигиеническим требованиям должны проводиться в холодный период года - в дни с температурой наружного воздуха, отличающейся от средней температуры наиболее холодного месяца зимы не более чем на 5 °С, в тёплый период года - в дни с температурой наружного воздуха, отличающейся от средней максимальной температуры наиболее жаркого месяца нс более чем на 5 °С. Частота измерений в оба периода года определяется стабильностью производственного процесса, функционированием технологического и санитарно-технического оборудования.",7.0,2.2.4. ФИЗИЧЕСКИЕ ФАКТОРЫ ПРОИЗВОДСТВЕННОЙ СРЕДЫ Гигиенические требования к микроклимату производственных помещений Санитарные правила и нормы СанПиН 2.2.4.548-96,4201.0,7.1
